id; lamport; mensagem
1;1;It is the job of thinking people not to be on the side of the executioners
2;1;The unexamined life is not worth living
1;4;We live in the best of all possible worlds
2;4;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
1;7;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
2;7;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
1;10;Man is born free, but is everywhere in chains
2;10;God is dead! He remains dead! And we have killed him
1;13;The greatest happiness of the greatest number is the foundation of morals and legislation
2;13;There is but one truly serious philosophical problem, and that is suicide
1;16;What is rational is actual and what is actual is rational
2;16;There is but one truly serious philosophical problem, and that is suicide
2;19;Man is the measure of all things
1;21;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
2;23;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
1;25;The only thing I know is that I know nothing
2;27;There is but one truly serious philosophical problem, and that is suicide
1;29;All great thinkers are initially ridiculed  and eventually revered
2;31;The mind is furnished with ideas by experience alon
1;33;God is dead! He remains dead! And we have killed him
2;35;I think therefore I am
1;37;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;39;If men were born free, they would, so long as they remained free, form no conception of good and evil
1;41;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
2;43;Nothing is as it seems, but something is everything it is made out to be
1;45;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;47;The function of prayer is not to influence God, but rather to change the nature of the one who prays
1;49;Virtue is nothing else than right reaso
2;51;Man will never be free until the last king is strangled with the entrails of the last priest
1;53;I would never die for my beliefs because I might be wrong
2;55;We are what we repeatedly do. Excellence, then, is not an act, but a habit
1;57;In everything, there is a share of everything
2;59;In everything, there is a share of everything
1;61;Nothing is as it seems, but something is everything it is made out to be
2;63;The momentum of the mind can be vexingly, involuntarily capricious
1;65;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;67;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
2;67;Entities should not be multiplied unnecessarily
1;70;Man is condemned to be free
