id; lamport; mensagem
1;1;Science is what you know. Philosophy is what you don't know
3;1;Even while they teach, men learn
4;4;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
2;5;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
1;14;History honors the unique minority the majority cannot forget
3;14;Even while they teach, men learn
4;19;If men were born free, they would, so long as they remained free, form no conception of good and evil
2;21;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;27;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
3;29;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
4;30;Science is what you know. Philosophy is what you don't know
2;32;The brave man is he who overcomes not only his enemies but his pleasures
1;40;Only weak thinkers do not love the sky
4;44;Life must be understood backward. But it must be lived forward
3;47;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
2;48;All great thinkers are initially ridiculed  and eventually revered
1;54;Whereof one cannot speak, thereof one must be silent
4;58;The unexamined life is not worth living
2;60;There is but one truly serious philosophical problem, and that is suicide
3;60;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
1;68;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
4;72;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
3;76;I think therefore I am
2;78;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;83;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
4;87;The greater the difficulty, the more glory in surmounting it
3;91;Whatever is reasonable is true, and whatever is true is reasonable
2;95;I think therefore I am
1;99;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
4;103;That man is wisest who, like Socrates, realizes that his wisdom is worthless
3;106;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;109;Leisure is the mother of philosophy
1;113;If men were born free, they would, so long as they remained free, form no conception of good and evil
4;117;We are too weak to discover the truth by reason alone
3;121;Man is the measure of all things
