id; lamport; mensagem
1;1;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;3;No man's knowledge here can go beyond his experience
1;5;History is Philosophy teaching by examples
2;7;History honors the unique minority the majority cannot forget
1;9;Liberty consists in doing what one desires
2;11;Even while they teach, men learn
1;13;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;15;All that is necessary for the triumph of evil is that good men do nothing
1;17;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;19;I can control my passions and emotions if I can understand their nature
1;21;God is dead! He remains dead! And we have killed him
2;23;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;25;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
2;27;Man is condemned to be free
1;29;Liberty consists in doing what one desires
2;31;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;33;The greatest happiness of the greatest number is the foundation of morals and legislation
2;35;It is one thing to show a man that he is in error, and another to put him in possession of truth
1;37;Liberty consists in doing what one desires
2;39;The greatest happiness of the greatest number is the foundation of morals and legislation
1;41;There is but one truly serious philosophical problem, and that is suicide
2;43;Is man merely a mistake of God's? Or God merely a mistake of man's
1;45;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
2;47;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
1;49;The unexamined life is not worth living
2;51;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
1;53;Happiness is not an ideal of reason but of imagination
2;55;The only thing I know is that I know nothing
1;57;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;59;Virtue is nothing else than right reaso
1;61;No man's knowledge here can go beyond his experience
2;63;All that is necessary for the triumph of evil is that good men do nothing
1;65;It is one thing to show a man that he is in error, and another to put him in possession of truth
2;67;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;69;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;71;The momentum of the mind can be vexingly, involuntarily capricious
1;73;The greatest happiness of the greatest number is the foundation of morals and legislation
2;75;Salvation not shared, is salvation wasted
1;77;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
2;79;The unexamined life is not worth living
1;81;The unexamined life is not worth living
2;83;History honors the unique minority the majority cannot forget
1;85;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;87;Leisure is the mother of philosophy
1;89;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
2;91;Whereof one cannot speak, thereof one must be silent
1;93;Virtue is nothing else than right reaso
2;95;Salvation not shared, is salvation wasted
1;97;I think therefore I am
2;99;We are what we repeatedly do. Excellence, then, is not an act, but a habit
1;101;History honors the unique minority the majority cannot forget
2;103;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;105;I can control my passions and emotions if I can understand their nature
2;107;Serious thinkers are few, and the world is ruled by crude ideas
1;109;The brave man is he who overcomes not only his enemies but his pleasures
2;111;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
1;113;History is Philosophy teaching by examples
2;115;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
1;117;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
2;119;The momentum of the mind can be vexingly, involuntarily capricious
1;121;The greatest happiness of the greatest number is the foundation of morals and legislation
2;123;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
1;125;Good and evil, reward and punishment, are the only motives to a rational creature
2;127;The greatest happiness of the greatest number is the foundation of morals and legislation
1;129;It is one thing to show a man that he is in error, and another to put him in possession of truth
2;131;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;133;All that is necessary for the triumph of evil is that good men do nothing
2;135;Man is born free, but is everywhere in chains
1;137;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
2;139;All great thinkers are initially ridiculed  and eventually revered
1;141;The greater the difficulty, the more glory in surmounting it
2;143;The function of prayer is not to influence God, but rather to change the nature of the one who prays
1;145;The greatest happiness of the greatest number is the foundation of morals and legislation
2;147;Philosophy is a battle against the bewitchment of our intelligence by means of language
1;149;The greater the difficulty, the more glory in surmounting it
2;151;Virtue is nothing else than right reaso
1;153;If God did not exist, it would be necessary to invent Him
2;155;We live in the best of all possible worlds
1;157;Man is condemned to be free
2;159;The only thing I know is that I know nothing
1;161;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
2;163;History honors the unique minority the majority cannot forget
1;165;Whereof one cannot speak, thereof one must be silent
2;167;Good and evil, reward and punishment, are the only motives to a rational creature
1;169;All is for the best in the best of all possible worlds
2;171;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
1;173;It is one thing to show a man that he is in error, and another to put him in possession of truth
2;175;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
1;177;Happiness is the highest good
2;179;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
1;181;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;183;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
1;185;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
2;187;We live in the best of all possible worlds
1;189;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
2;191;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
1;193;Things alter for the worse spontaneously, if they be not altered for the better designedly
2;195;Virtue is nothing else than right reaso
