id; lamport; mensagem
4;1;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;5;To be is to be perceived
1;8;History honors the unique minority the majority cannot forget
3;9;Philosophy is at once the most sublime and the most trivial of human pursuits
4;15;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;19;One cannot step twice in the same river
1;23;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
3;27;I would never die for my beliefs because I might be wrong
4;31;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
2;35;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;39;No man's knowledge here can go beyond his experience
3;43;He who thinks great thoughts, often makes great errors
4;47;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
2;51;You can discover more about a person in an hour of play than in a year of conversation
1;55;Virtue is nothing else than right reaso
3;59;Man will never be free until the last king is strangled with the entrails of the last priest
4;63;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;67;Salvation not shared, is salvation wasted
1;70;Man will never be free until the last king is strangled with the entrails of the last priest
3;74;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
4;78;Happiness is the highest good
2;82;We are too weak to discover the truth by reason alone
1;86;Man is the measure of all things
3;90;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
4;94;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;98;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
1;102;All that is necessary for the triumph of evil is that good men do nothing
3;106;Man is condemned to be free
4;110;We live in the best of all possible worlds
2;114;Happiness is not an ideal of reason but of imagination
1;118;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
3;122;There is only one good, knowledge, and one evil, ignorance
4;126;All is for the best in the best of all possible worlds
2;130;No man's knowledge here can go beyond his experience
1;134;Only weak thinkers do not love the sky
3;138;The mind is furnished with ideas by experience alon
4;142;Whatever is reasonable is true, and whatever is true is reasonable
2;146;We are too weak to discover the truth by reason alone
1;150;He who thinks great thoughts, often makes great errors
3;154;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
4;158;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
2;161;All is for the best in the best of all possible worlds
1;164;The mind is furnished with ideas by experience alone
3;168;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
4;172;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
2;176;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;179;Happiness is not an ideal of reason but of imagination
3;183;God is dead! He remains dead! And we have killed him
4;187;If men were born free, they would, so long as they remained free, form no conception of good and evil
1;191;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;191;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
3;197;We are too weak to discover the truth by reason alone
4;201;Things alter for the worse spontaneously, if they be not altered for the better designedly
1;205;History honors the unique minority the majority cannot forget
2;207;That man is wisest who, like Socrates, realizes that his wisdom is worthless
3;209;Nothing is as it seems, but something is everything it is made out to be
4;215;Things alter for the worse spontaneously, if they be not altered for the better designedly
1;219;Happiness is the highest good
2;223;There is but one truly serious philosophical problem, and that is suicide
3;225;Man will never be free until the last king is strangled with the entrails of the last priest
4;230;One cannot step twice in the same river
1;233;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
2;236;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
3;240;Philosophy is a battle against the bewitchment of our intelligence by means of language
4;244;Whatever is reasonable is true, and whatever is true is reasonable
1;247;Only weak thinkers do not love the sky
2;251;Entities should not be multiplied unnecessarily
3;251;Entities should not be multiplied unnecessarily
4;258;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
1;261;All is for the best in the best of all possible worlds
2;265;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;265;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;272;One cannot step twice in the same river
1;276;Whatever is reasonable is true, and whatever is true is reasonable
3;280;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
2;283;Even while they teach, men learn
4;287;What is rational is actual and what is actual is rational
1;291;The unexamined life is not worth living
3;295;No man's knowledge here can go beyond his experience
2;299;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
4;303;God is dead! He remains dead! And we have killed him
1;307;We live in the best of all possible worlds
3;311;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
2;315;Philosophy is a battle against the bewitchment of our intelligence by means of language
4;319;Serious thinkers are few, and the world is ruled by crude ideas
1;323;The greater the difficulty, the more glory in surmounting it
3;327;In everything, there is a share of everything
2;330;Life must be understood backward. But it must be lived forward
4;334;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
1;338;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;342;Good and evil, reward and punishment, are the only motives to a rational creature
2;346;We live in the best of all possible worlds
4;350;If God did not exist, it would be necessary to invent Him
1;354;Serious thinkers are few, and the world is ruled by crude ideas
3;358;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;362;All that is necessary for the triumph of evil is that good men do nothing
4;366;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
1;369;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
3;372;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
2;375;All that is necessary for the triumph of evil is that good men do nothing
4;379;One cannot step twice in the same river
1;383;Religion is the sign of the oppressed ... it is the opium of the people
3;387;The unexamined life is not worth living
2;391;There is only one good, knowledge, and one evil, ignorance
4;395;Philosophy is a battle against the bewitchment of our intelligence by means of language
1;398;There is but one truly serious philosophical problem, and that is suicide
3;402;Is man merely a mistake of God's? Or God merely a mistake of man's
2;405;Good and evil, reward and punishment, are the only motives to a rational creature
4;409;Whereof one cannot speak, thereof one must be silent
1;412;God is dead! He remains dead! And we have killed him
3;415;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
2;419;He who thinks great thoughts, often makes great errors
4;423;In everything, there is a share of everything
1;427;Liberty consists in doing what one desires
3;429;Life must be understood backward. But it must be lived forward
2;433;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
4;437;One cannot step twice in the same river
1;441;Happiness is not an ideal of reason but of imagination
3;445;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;449;Nothing is as it seems, but something is everything it is made out to be
4;453;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
1;457;There is only one good, knowledge, and one evil, ignorance
3;460;One cannot step twice in the same river
2;463;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;467;History is Philosophy teaching by examples
1;470;Whereof one cannot speak, thereof one must be silent
3;473;Virtue is nothing else than right reaso
2;477;In everything, there is a share of everything
4;481;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;485;God is dead! He remains dead! And we have killed him
3;489;The greater the difficulty, the more glory in surmounting it
2;493;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
4;497;The mind is furnished with ideas by experience alone
1;500;History honors the unique minority the majority cannot forget
3;504;Whereof one cannot speak, thereof one must be silent
2;506;Serious thinkers are few, and the world is ruled by crude ideas
4;511;Good and evil, reward and punishment, are the only motives to a rational creature
1;514;We are what we repeatedly do. Excellence, then, is not an act, but a habit
3;516;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
2;520;It is the job of thinking people not to be on the side of the executioners
4;524;You can discover more about a person in an hour of play than in a year of conversation
1;528;The momentum of the mind can be vexingly, involuntarily capricious
3;532;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;534;God is dead! He remains dead! And we have killed him
4;539;We are what we repeatedly do. Excellence, then, is not an act, but a habit
1;543;Whereof one cannot speak, thereof one must be silent
3;547;All great thinkers are initially ridiculed  and eventually revered
2;551;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
4;555;It is the job of thinking people not to be on the side of the executioners
1;557;Entities should not be multiplied unnecessarily
3;561;Liberty consists in doing what one desires
2;565;All is for the best in the best of all possible worlds
4;569;Nothing is as it seems, but something is everything it is made out to be
1;573;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
3;576;The mind is furnished with ideas by experience alon
2;580;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
4;584;Man will never be free until the last king is strangled with the entrails of the last priest
1;588;The mind is furnished with ideas by experience alon
3;591;There is but one truly serious philosophical problem, and that is suicide
2;594;He who thinks great thoughts, often makes great errors
4;598;Man is the measure of all things
1;601;History is Philosophy teaching by examples
3;604;Whereof one cannot speak, thereof one must be silent
2;608;The momentum of the mind can be vexingly, involuntarily capricious
4;612;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
1;616;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
3;620;Virtue is nothing else than right reaso
2;623;Things alter for the worse spontaneously, if they be not altered for the better designedly
4;627;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;631;Only weak thinkers do not love the sky
3;635;All that is necessary for the triumph of evil is that good men do nothing
2;639;Good and evil, reward and punishment, are the only motives to a rational creature
4;643;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;646;All is for the best in the best of all possible worlds
3;649;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
2;652;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
4;656;Religion is the sign of the oppressed ... it is the opium of the people
1;659;History is Philosophy teaching by examples
3;663;We are too weak to discover the truth by reason alone
2;665;The brave man is he who overcomes not only his enemies but his pleasures
4;670;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;674;Science is what you know. Philosophy is what you don't know
3;678;The only thing I know is that I know nothing
2;682;We are too weak to discover the truth by reason alone
4;686;If men were born free, they would, so long as they remained free, form no conception of good and evil
1;690;Serious thinkers are few, and the world is ruled by crude ideas
3;693;You can discover more about a person in an hour of play than in a year of conversation
2;695;If men were born free, they would, so long as they remained free, form no conception of good and evil
4;700;Happiness is not an ideal of reason but of imagination
1;704;In everything, there is a share of everything
3;708;The unexamined life is not worth living
2;712;We are too weak to discover the truth by reason alone
4;716;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
1;719;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;723;Entities should not be multiplied unnecessarily
2;727;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
4;731;Science is what you know. Philosophy is what you don't know
1;734;It is the job of thinking people not to be on the side of the executioners
3;737;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
2;740;Serious thinkers are few, and the world is ruled by crude ideas
4;744;Man will never be free until the last king is strangled with the entrails of the last priest
1;748;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;752;Nothing is as it seems, but something is everything it is made out to be
2;756;Salvation not shared, is salvation wasted
4;760;No man's knowledge here can go beyond his experience
1;763;It is the job of thinking people not to be on the side of the executioners
3;766;Salvation not shared, is salvation wasted
2;769;Liberty consists in doing what one desires
4;774;The greater the difficulty, the more glory in surmounting it
1;778;All that is necessary for the triumph of evil is that good men do nothing
3;782;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
2;784;All great thinkers are initially ridiculed  and eventually revered
4;789;The brave man is he who overcomes not only his enemies but his pleasures
1;793;Man is born free, but is everywhere in chains
3;797;If men were born free, they would, so long as they remained free, form no conception of good and evil
2;800;Entities should not be multiplied unnecessarily
4;804;There is only one good, knowledge, and one evil, ignorance
1;808;I would never die for my beliefs because I might be wrong
3;812;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;816;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
4;820;I think therefore I am
1;824;The brave man is he who overcomes not only his enemies but his pleasures
3;827;God is dead! He remains dead! And we have killed him
2;831;Things alter for the worse spontaneously, if they be not altered for the better designedly
4;835;One cannot step twice in the same river
1;839;The unexamined life is not worth living
3;843;The greatest happiness of the greatest number is the foundation of morals and legislation
2;847;I think therefore I am
4;851;Entities should not be multiplied unnecessarily
1;854;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;857;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
2;860;One cannot step twice in the same river
4;864;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
1;867;History is Philosophy teaching by examples
3;870;Life must be understood backward. But it must be lived forward
2;872;I would never die for my beliefs because I might be wrong
4;877;Man will never be free until the last king is strangled with the entrails of the last priest
1;880;The unexamined life is not worth living
3;883;It is one thing to show a man that he is in error, and another to put him in possession of truth
2;887;Even while they teach, men learn
4;891;It is the job of thinking people not to be on the side of the executioners
1;895;Life must be understood backward. But it must be lived forward
3;897;All that is necessary for the triumph of evil is that good men do nothing
2;902;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;906;Liberty consists in doing what one desires
1;910;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;912;Virtue is nothing else than right reaso
2;916;One cannot step twice in the same river
4;921;No man's knowledge here can go beyond his experience
1;925;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
3;928;In everything, there is a share of everything
2;931;One cannot step twice in the same river
4;935;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
1;939;The only thing I know is that I know nothing
3;941;Happiness is the highest good
2;945;To be is to be perceived
4;949;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;953;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
3;957;Serious thinkers are few, and the world is ruled by crude ideas
2;960;One cannot step twice in the same river
4;964;History is Philosophy teaching by examples
1;966;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
3;970;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
2;973;Things alter for the worse spontaneously, if they be not altered for the better designedly
4;977;To be is to be perceived
1;981;Happiness is not an ideal of reason but of imagination
3;983;The mind is furnished with ideas by experience alone
2;987;To be is to be perceived
4;991;No man's knowledge here can go beyond his experience
1;995;Man is condemned to be free
3;998;Whereof one cannot speak, thereof one must be silent
2;1001;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;1005;In everything, there is a share of everything
1;1008;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
3;1012;Man is the measure of all things
2;1015;The mind is furnished with ideas by experience alone
4;1019;Even while they teach, men learn
1;1022;All is for the best in the best of all possible worlds
3;1025;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;1029;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
4;1033;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;1037;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;1041;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;1045;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
4;1049;Religion is the sign of the oppressed ... it is the opium of the people
