id; lamport; mensagem
3;1;In everything, there is a share of everything
4;9;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;17;Philosophy is at once the most sublime and the most trivial of human pursuits
7;17;The unexamined life is not worth living
8;17;It is the job of thinking people not to be on the side of the executioners
6;27;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
5;29;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
2;34;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;60;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
4;68;If men were born free, they would, so long as they remained free, form no conception of good and evil
1;76;There is only one good, knowledge, and one evil, ignorance
7;76;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
8;76;Religion is the sign of the oppressed ... it is the opium of the people
6;90;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
2;94;Man is born free, but is everywhere in chains
5;105;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
3;119;That man is wisest who, like Socrates, realizes that his wisdom is worthless
4;127;He who thinks great thoughts, often makes great errors
7;135;That man is wisest who, like Socrates, realizes that his wisdom is worthless
8;135;The brave man is he who overcomes not only his enemies but his pleasures
1;137;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
6;151;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;166;Happiness is not an ideal of reason but of imagination
5;170;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;181;Whereof one cannot speak, thereof one must be silent
4;189;There is only one good, knowledge, and one evil, ignorance
7;197;There is only one good, knowledge, and one evil, ignorance
8;197;The mind is furnished with ideas by experience alon
1;199;The mind is furnished with ideas by experience alon
6;204;The mind is furnished with ideas by experience alon
2;210;You can discover more about a person in an hour of play than in a year of conversation
5;225;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
3;240;We live in the best of all possible worlds
4;248;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
7;256;Good and evil, reward and punishment, are the only motives to a rational creature
8;256;Is man merely a mistake of God's? Or God merely a mistake of man's
1;258;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
6;268;All is for the best in the best of all possible worlds
2;284;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
5;292;In everything, there is a share of everything
3;300;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;307;God is dead! He remains dead! And we have killed him
8;315;Is man merely a mistake of God's? Or God merely a mistake of man's
1;317;It is the job of thinking people not to be on the side of the executioners
7;317;If men were born free, they would, so long as they remained free, form no conception of good and evil
6;322;Is man merely a mistake of God's? Or God merely a mistake of man's
2;338;To be is to be perceived
5;351;All is for the best in the best of all possible worlds
3;359;We are too weak to discover the truth by reason alone
4;367;It is the job of thinking people not to be on the side of the executioners
8;375;Philosophy is a battle against the bewitchment of our intelligence by means of language
7;382;In everything, there is a share of everything
1;388;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
6;399;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;407;Is man merely a mistake of God's? Or God merely a mistake of man's
5;415;The function of prayer is not to influence God, but rather to change the nature of the one who prays
3;423;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
4;431;Virtue is nothing else than right reaso
8;439;There is only one good, knowledge, and one evil, ignorance
7;444;I can control my passions and emotions if I can understand their nature
1;448;It is one thing to show a man that he is in error, and another to put him in possession of truth
6;452;History honors the unique minority the majority cannot forget
2;459;Man will never be free until the last king is strangled with the entrails of the last priest
5;475;Philosophy is a battle against the bewitchment of our intelligence by means of language
3;482;The greater the difficulty, the more glory in surmounting it
4;490;Things alter for the worse spontaneously, if they be not altered for the better designedly
8;498;You can discover more about a person in an hour of play than in a year of conversation
7;504;Leisure is the mother of philosophy
1;510;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
6;514;That man is wisest who, like Socrates, realizes that his wisdom is worthless
2;527;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
5;535;One cannot step twice in the same river
3;543;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
4;550;The function of prayer is not to influence God, but rather to change the nature of the one who prays
8;558;Science is what you know. Philosophy is what you don't know
