id; lamport; mensagem
2;1;You can discover more about a person in an hour of play than in a year of conversation
1;5;Man is the measure of all things
4;5;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;12;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
2;16;Whatever is reasonable is true, and whatever is true is reasonable
1;20;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
4;22;I would never die for my beliefs because I might be wrong
3;27;The unexamined life is not worth living
2;31;Philosophy is at once the most sublime and the most trivial of human pursuits
1;35;I would never die for my beliefs because I might be wrong
4;39;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
3;43;In everything, there is a share of everything
2;47;The greater the difficulty, the more glory in surmounting it
1;51;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
4;55;Philosophy is a battle against the bewitchment of our intelligence by means of language
3;59;If men were born free, they would, so long as they remained free, form no conception of good and evil
2;63;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
1;67;Man is condemned to be free
4;71;Religion is the sign of the oppressed ... it is the opium of the people
3;75;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
2;79;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
1;83;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
4;87;We are what we repeatedly do. Excellence, then, is not an act, but a habit
3;91;History honors the unique minority the majority cannot forget
2;95;To be is to be perceived
1;99;The greater the difficulty, the more glory in surmounting it
4;103;All that is necessary for the triumph of evil is that good men do nothing
3;107;It is the job of thinking people not to be on the side of the executioners
2;111;The mind is furnished with ideas by experience alone
1;115;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
4;119;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
3;123;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;127;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
1;131;Good and evil, reward and punishment, are the only motives to a rational creature
4;135;God is dead! He remains dead! And we have killed him
3;139;To be is to be perceived
2;143;We live in the best of all possible worlds
1;147;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
4;151;Happiness is the highest good
3;155;Things alter for the worse spontaneously, if they be not altered for the better designedly
2;159;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;163;If men were born free, they would, so long as they remained free, form no conception of good and evil
4;167;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
3;171;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
2;175;Only one man ever understood me, and he didnt understand me
1;179;The only thing I know is that I know nothing
4;183;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;187;Man is condemned to be free
2;191;All is for the best in the best of all possible worlds
1;195;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
4;197;The brave man is he who overcomes not only his enemies but his pleasures
3;202;Philosophy is at once the most sublime and the most trivial of human pursuits
2;206;Happiness is not an ideal of reason but of imagination
1;210;All is for the best in the best of all possible worlds
4;214;Serious thinkers are few, and the world is ruled by crude ideas
3;218;Only one man ever understood me, and he didnt understand me
2;222;Philosophy is a battle against the bewitchment of our intelligence by means of language
1;226;The unexamined life is not worth living
4;230;The greater the difficulty, the more glory in surmounting it
3;234;To be is to be perceived
2;238;In everything, there is a share of everything
1;242;Even while they teach, men learn
4;246;We are what we repeatedly do. Excellence, then, is not an act, but a habit
3;250;You can discover more about a person in an hour of play than in a year of conversation
2;254;Liberty consists in doing what one desires
1;258;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
4;262;Man is born free, but is everywhere in chains
3;266;Entities should not be multiplied unnecessarily
2;270;The greater the difficulty, the more glory in surmounting it
1;274;If God did not exist, it would be necessary to invent Him
4;278;Even while they teach, men learn
3;282;All is for the best in the best of all possible worlds
2;286;Whereof one cannot speak, thereof one must be silent
1;290;The brave man is he who overcomes not only his enemies but his pleasures
4;294;Even while they teach, men learn
3;298;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
2;302;The function of prayer is not to influence God, but rather to change the nature of the one who prays
1;306;There is but one truly serious philosophical problem, and that is suicide
4;310;I think therefore I am
