id; lamport; mensagem
1;1;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
2;1;Man is the measure of all things
1;4;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;4;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;7;If men were born free, they would, so long as they remained free, form no conception of good and evil
2;7;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
1;10;I can control my passions and emotions if I can understand their nature
2;10;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
1;13;In everything, there is a share of everything
2;13;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;16;Things alter for the worse spontaneously, if they be not altered for the better designedly
2;16;Philosophy is a battle against the bewitchment of our intelligence by means of language
1;19;The greater the difficulty, the more glory in surmounting it
2;19;He who thinks great thoughts, often makes great errors
1;22;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;22;Nothing is as it seems, but something is everything it is made out to be
1;25;I can control my passions and emotions if I can understand their nature
2;25;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
1;28;We are too weak to discover the truth by reason alone
2;28;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
1;31;Philosophy is at once the most sublime and the most trivial of human pursuits
2;31;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
1;34;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;34;The unexamined life is not worth living
1;37;Leisure is the mother of philosophy
2;37;Man is condemned to be free
1;40;All great thinkers are initially ridiculed  and eventually revered
2;40;Things alter for the worse spontaneously, if they be not altered for the better designedly
1;43;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
2;43;Religion is the sign of the oppressed ... it is the opium of the people
1;46;Man is born free, but is everywhere in chains
2;46;Salvation not shared, is salvation wasted
1;49;In everything, there is a share of everything
2;49;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
1;52;If men were born free, they would, so long as they remained free, form no conception of good and evil
2;52;The brave man is he who overcomes not only his enemies but his pleasures
1;55;There is only one good, knowledge, and one evil, ignorance
2;55;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
1;58;The only thing I know is that I know nothing
2;58;Virtue is nothing else than right reaso
1;61;It is the job of thinking people not to be on the side of the executioners
2;61;Man is the measure of all things
1;64;All is for the best in the best of all possible worlds
2;66;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
1;68;There is only one good, knowledge, and one evil, ignorance
2;70;There is but one truly serious philosophical problem, and that is suicide
1;72;All great thinkers are initially ridiculed  and eventually revered
2;74;Happiness is the highest good
1;76;You can discover more about a person in an hour of play than in a year of conversation
2;78;The greater the difficulty, the more glory in surmounting it
1;80;The unexamined life is not worth living
2;82;We are what we repeatedly do. Excellence, then, is not an act, but a habit
1;84;Even while they teach, men learn
2;86;Whereof one cannot speak, thereof one must be silent
1;88;History is Philosophy teaching by examples
2;90;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;92;The brave man is he who overcomes not only his enemies but his pleasures
2;94;Only weak thinkers do not love the sky
1;96;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
2;98;The only thing I know is that I know nothing
1;100;Only weak thinkers do not love the sky
2;102;All great thinkers are initially ridiculed  and eventually revered
1;104;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
2;106;Happiness is not an ideal of reason but of imagination
1;108;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;110;What is rational is actual and what is actual is rational
1;112;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
2;114;We live in the best of all possible worlds
1;116;History honors the unique minority the majority cannot forget
2;118;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
1;120;It is the job of thinking people not to be on the side of the executioners
2;122;The only thing I know is that I know nothing
1;124;The momentum of the mind can be vexingly, involuntarily capricious
2;126;Leisure is the mother of philosophy
