id; lamport; mensagem
4;1;The momentum of the mind can be vexingly, involuntarily capricious
5;1;We live in the best of all possible worlds
6;1;Liberty consists in doing what one desires
8;1;There is but one truly serious philosophical problem, and that is suicide
7;8;I would never die for my beliefs because I might be wrong
2;22;All great thinkers are initially ridiculed  and eventually revered
3;41;Nothing is as it seems, but something is everything it is made out to be
1;50;I can control my passions and emotions if I can understand their nature
6;58;What is rational is actual and what is actual is rational
7;64;All that is necessary for the triumph of evil is that good men do nothing
8;73;Religion is the sign of the oppressed ... it is the opium of the people
4;76;The unexamined life is not worth living
5;80;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;95;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
3;96;No man's knowledge here can go beyond his experience
1;102;Whereof one cannot speak, thereof one must be silent
6;118;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
7;126;We are too weak to discover the truth by reason alone
8;133;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
4;137;The unexamined life is not worth living
5;142;All that is necessary for the triumph of evil is that good men do nothing
3;156;It is the job of thinking people not to be on the side of the executioners
1;162;The only thing I know is that I know nothing
2;163;Virtue is nothing else than right reaso
6;178;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
7;186;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
8;194;History honors the unique minority the majority cannot forget
4;201;It is one thing to show a man that he is in error, and another to put him in possession of truth
5;202;I would never die for my beliefs because I might be wrong
3;217;The function of prayer is not to influence God, but rather to change the nature of the one who prays
1;220;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
2;221;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
6;239;Virtue is nothing else than right reaso
7;247;The unexamined life is not worth living
8;255;Whatever is reasonable is true, and whatever is true is reasonable
4;263;All that is necessary for the triumph of evil is that good men do nothing
5;265;We live in the best of all possible worlds
3;278;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;286;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
2;286;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
6;301;Things alter for the worse spontaneously, if they be not altered for the better designedly
7;309;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
8;317;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
4;325;Religion is the sign of the oppressed ... it is the opium of the people
5;328;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
3;340;Only weak thinkers do not love the sky
1;347;Entities should not be multiplied unnecessarily
2;352;The function of prayer is not to influence God, but rather to change the nature of the one who prays
6;362;He who thinks great thoughts, often makes great errors
7;366;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
8;377;Man is condemned to be free
4;385;Only weak thinkers do not love the sky
5;391;Whereof one cannot speak, thereof one must be silent
3;399;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
1;407;Man is the measure of all things
2;409;Even while they teach, men learn
6;422;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
7;430;Philosophy is a battle against the bewitchment of our intelligence by means of language
8;442;We are what we repeatedly do. Excellence, then, is not an act, but a habit
4;450;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
5;457;Life must be understood backward. But it must be lived forward
3;466;Nothing is as it seems, but something is everything it is made out to be
1;474;God is dead! He remains dead! And we have killed him
2;479;Things alter for the worse spontaneously, if they be not altered for the better designedly
6;489;The greater the difficulty, the more glory in surmounting it
7;496;The unexamined life is not worth living
8;505;There is but one truly serious philosophical problem, and that is suicide
4;513;Religion is the sign of the oppressed ... it is the opium of the people
5;517;Man is born free, but is everywhere in chains
3;529;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;537;The greatest happiness of the greatest number is the foundation of morals and legislation
2;545;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
6;553;All great thinkers are initially ridiculed  and eventually revered
7;559;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
8;566;The mind is furnished with ideas by experience alon
4;574;Even while they teach, men learn
5;580;Serious thinkers are few, and the world is ruled by crude ideas
3;589;Salvation not shared, is salvation wasted
1;597;All that is necessary for the triumph of evil is that good men do nothing
2;605;I can control my passions and emotions if I can understand their nature
6;613;Philosophy is at once the most sublime and the most trivial of human pursuits
7;617;Salvation not shared, is salvation wasted
8;626;The momentum of the mind can be vexingly, involuntarily capricious
4;631;There is but one truly serious philosophical problem, and that is suicide
5;637;Salvation not shared, is salvation wasted
3;647;One cannot step twice in the same river
1;658;The greatest happiness of the greatest number is the foundation of morals and legislation
2;664;There is but one truly serious philosophical problem, and that is suicide
6;673;He who thinks great thoughts, often makes great errors
7;679;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
8;687;Life must be understood backward. But it must be lived forward
4;693;Happiness is the highest good
5;699;Nothing is as it seems, but something is everything it is made out to be
3;705;The greatest happiness of the greatest number is the foundation of morals and legislation
1;715;Is man merely a mistake of God's? Or God merely a mistake of man's
2;720;Whereof one cannot speak, thereof one must be silent
6;730;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
7;737;The unexamined life is not worth living
8;741;One cannot step twice in the same river
4;751;History is Philosophy teaching by examples
5;754;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
3;762;The greater the difficulty, the more glory in surmounting it
1;776;Science is what you know. Philosophy is what you don't know
2;780;In everything, there is a share of everything
6;791;Even while they teach, men learn
7;799;Entities should not be multiplied unnecessarily
8;803;It is one thing to show a man that he is in error, and another to put him in possession of truth
4;813;Man is born free, but is everywhere in chains
5;815;That man is wisest who, like Socrates, realizes that his wisdom is worthless
3;826;The unexamined life is not worth living
1;837;He who thinks great thoughts, often makes great errors
2;841;The brave man is he who overcomes not only his enemies but his pleasures
6;852;It is the job of thinking people not to be on the side of the executioners
7;860;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
8;865;Whereof one cannot speak, thereof one must be silent
4;875;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
5;878;I think therefore I am
3;890;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
1;897;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;899;I think therefore I am
6;912;History honors the unique minority the majority cannot forget
7;919;The mind is furnished with ideas by experience alone
8;924;The greatest happiness of the greatest number is the foundation of morals and legislation
4;934;Only weak thinkers do not love the sky
5;937;Man is born free, but is everywhere in chains
3;949;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
1;957;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
2;959;If God did not exist, it would be necessary to invent Him
6;972;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
7;976;The only thing I know is that I know nothing
8;982;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
4;991;It is the job of thinking people not to be on the side of the executioners
5;993;Even while they teach, men learn
3;1004;Happiness is not an ideal of reason but of imagination
1;1012;Religion is the sign of the oppressed ... it is the opium of the people
2;1013;Happiness is the highest good
6;1028;Happiness is not an ideal of reason but of imagination
7;1037;To be is to be perceived
8;1045;The mind is furnished with ideas by experience alon
4;1053;Things alter for the worse spontaneously, if they be not altered for the better designedly
5;1055;The momentum of the mind can be vexingly, involuntarily capricious
3;1068;Man will never be free until the last king is strangled with the entrails of the last priest
2;1076;Nothing is as it seems, but something is everything it is made out to be
1;1077;We live in the best of all possible worlds
6;1093;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
7;1101;History honors the unique minority the majority cannot forget
8;1109;Good and evil, reward and punishment, are the only motives to a rational creature
4;1117;Only one man ever understood me, and he didnt understand me
5;1124;Leisure is the mother of philosophy
