id; lamport; mensagem
8;1;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
5;5;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;8;He who thinks great thoughts, often makes great errors
4;9;Whatever is reasonable is true, and whatever is true is reasonable
2;14;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
7;15;All that is necessary for the triumph of evil is that good men do nothing
1;24;Entities should not be multiplied unnecessarily
6;29;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
8;59;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
3;67;If God did not exist, it would be necessary to invent Him
5;74;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
2;76;He who thinks great thoughts, often makes great errors
1;85;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
6;96;What is rational is actual and what is actual is rational
4;103;Leisure is the mother of philosophy
7;103;We are too weak to discover the truth by reason alone
8;119;No man's knowledge here can go beyond his experience
3;127;Whereof one cannot speak, thereof one must be silent
2;135;The greater the difficulty, the more glory in surmounting it
5;137;Philosophy is a battle against the bewitchment of our intelligence by means of language
1;147;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
6;156;He who thinks great thoughts, often makes great errors
7;166;What is rational is actual and what is actual is rational
4;174;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
8;182;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;190;History is Philosophy teaching by examples
2;198;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
5;203;The only thing I know is that I know nothing
1;211;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
6;216;Liberty consists in doing what one desires
7;225;Leisure is the mother of philosophy
4;235;Is man merely a mistake of God's? Or God merely a mistake of man's
8;243;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
3;251;The only thing I know is that I know nothing
2;259;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
5;265;Man will never be free until the last king is strangled with the entrails of the last priest
1;274;Man will never be free until the last king is strangled with the entrails of the last priest
6;276;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
