id; lamport; mensagem
1;1;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;3;I think therefore I am
1;5;Leisure is the mother of philosophy
2;7;In everything, there is a share of everything
1;9;Whereof one cannot speak, thereof one must be silent
2;11;God is dead! He remains dead! And we have killed him
1;13;Happiness is the highest good
2;15;Man will never be free until the last king is strangled with the entrails of the last priest
1;17;No man's knowledge here can go beyond his experience
2;19;It is one thing to show a man that he is in error, and another to put him in possession of truth
1;21;Nothing is as it seems, but something is everything it is made out to be
2;23;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;25;Only one man ever understood me, and he didnt understand me
2;27;Only weak thinkers do not love the sky
1;29;That man is wisest who, like Socrates, realizes that his wisdom is worthless
2;31;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
1;33;Entities should not be multiplied unnecessarily
2;35;Happiness is not an ideal of reason but of imagination
1;37;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
2;39;To be is to be perceived
1;41;One cannot step twice in the same river
2;43;No man's knowledge here can go beyond his experience
1;45;One cannot step twice in the same river
2;47;Virtue is nothing else than right reaso
1;49;Happiness is the highest good
2;51;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;53;There is only one good, knowledge, and one evil, ignorance
2;55;Salvation not shared, is salvation wasted
1;57;To be is to be perceived
2;59;One cannot step twice in the same river
1;61;Philosophy is at once the most sublime and the most trivial of human pursuits
2;63;It is the job of thinking people not to be on the side of the executioners
1;65;There is only one good, knowledge, and one evil, ignorance
2;67;Liberty consists in doing what one desires
1;69;Happiness is the highest good
2;71;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;73;The unexamined life is not worth living
2;75;That man is wisest who, like Socrates, realizes that his wisdom is worthless
1;77;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;79;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;81;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;83;Only weak thinkers do not love the sky
1;85;Happiness is not an ideal of reason but of imagination
2;87;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
1;89;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
2;91;Science is what you know. Philosophy is what you don't know
1;93;The unexamined life is not worth living
2;95;Man is condemned to be free
1;97;History is Philosophy teaching by examples
2;99;To be is to be perceived
1;101;The mind is furnished with ideas by experience alone
2;103;The unexamined life is not worth living
1;105;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
2;107;Happiness is not an ideal of reason but of imagination
1;109;There is only one good, knowledge, and one evil, ignorance
2;111;All great thinkers are initially ridiculed  and eventually revered
1;113;Only weak thinkers do not love the sky
2;115;History is Philosophy teaching by examples
1;117;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
2;119;History is Philosophy teaching by examples
1;121;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;123;The greater the difficulty, the more glory in surmounting it
