id; lamport; mensagem
2;1;Philosophy is at once the most sublime and the most trivial of human pursuits
3;5;Good and evil, reward and punishment, are the only motives to a rational creature
1;9;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
4;13;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
2;17;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;21;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
1;25;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
4;29;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
2;33;To be is to be perceived
3;37;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
1;41;If men were born free, they would, so long as they remained free, form no conception of good and evil
4;45;All is for the best in the best of all possible worlds
2;49;God is dead! He remains dead! And we have killed him
3;53;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
1;57;Religion is the sign of the oppressed ... it is the opium of the people
4;61;One cannot step twice in the same river
2;65;To be is to be perceived
3;69;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;73;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
4;77;No man's knowledge here can go beyond his experience
2;81;All great thinkers are initially ridiculed  and eventually revered
3;85;Whatever is reasonable is true, and whatever is true is reasonable
1;89;No man's knowledge here can go beyond his experience
4;93;I think therefore I am
2;97;The brave man is he who overcomes not only his enemies but his pleasures
3;101;Man is born free, but is everywhere in chains
1;105;The mind is furnished with ideas by experience alone
4;109;Leisure is the mother of philosophy
2;113;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
3;117;That man is wisest who, like Socrates, realizes that his wisdom is worthless
1;121;Philosophy is a battle against the bewitchment of our intelligence by means of language
4;125;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;129;Philosophy is a battle against the bewitchment of our intelligence by means of language
3;133;It is one thing to show a man that he is in error, and another to put him in possession of truth
1;137;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
4;141;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;145;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
3;149;In everything, there is a share of everything
1;153;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
4;156;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;160;Happiness is not an ideal of reason but of imagination
3;164;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
1;168;What is rational is actual and what is actual is rational
4;172;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;176;All that is necessary for the triumph of evil is that good men do nothing
3;180;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
1;184;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
4;188;Happiness is not an ideal of reason but of imagination
2;192;What is rational is actual and what is actual is rational
3;196;The momentum of the mind can be vexingly, involuntarily capricious
1;200;Serious thinkers are few, and the world is ruled by crude ideas
4;203;Whatever is reasonable is true, and whatever is true is reasonable
2;207;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;209;In everything, there is a share of everything
1;214;The only thing I know is that I know nothing
4;218;What is rational is actual and what is actual is rational
2;222;Nothing is as it seems, but something is everything it is made out to be
3;226;Religion is the sign of the oppressed ... it is the opium of the people
1;230;All great thinkers are initially ridiculed  and eventually revered
4;234;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
2;238;Only weak thinkers do not love the sky
