id; lamport; mensagem
6;1;Things alter for the worse spontaneously, if they be not altered for the better designedly
7;8;Life must be understood backward. But it must be lived forward
8;8;In everything, there is a share of everything
1;9;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;12;There is only one good, knowledge, and one evil, ignorance
5;12;Whereof one cannot speak, thereof one must be silent
4;44;Man is born free, but is everywhere in chains
3;45;There is but one truly serious philosophical problem, and that is suicide
6;60;Liberty consists in doing what one desires
1;68;Salvation not shared, is salvation wasted
7;68;To be is to be perceived
2;76;Virtue is nothing else than right reaso
5;90;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
8;97;All is for the best in the best of all possible worlds
3;106;One cannot step twice in the same river
4;106;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
6;121;If God did not exist, it would be necessary to invent Him
7;127;It is one thing to show a man that he is in error, and another to put him in possession of truth
2;128;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
1;129;Whereof one cannot speak, thereof one must be silent
5;134;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
8;138;Science is what you know. Philosophy is what you don't know
3;164;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
4;164;We live in the best of all possible worlds
6;179;Happiness is not an ideal of reason but of imagination
7;187;Science is what you know. Philosophy is what you don't know
2;190;The only thing I know is that I know nothing
1;198;Even while they teach, men learn
5;203;Whatever is reasonable is true, and whatever is true is reasonable
8;216;The unexamined life is not worth living
3;224;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
4;224;The mind is furnished with ideas by experience alone
6;239;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
2;247;Liberty consists in doing what one desires
7;250;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;253;Only weak thinkers do not love the sky
5;269;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
8;277;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
4;285;If God did not exist, it would be necessary to invent Him
3;286;Is man merely a mistake of God's? Or God merely a mistake of man's
6;300;You can discover more about a person in an hour of play than in a year of conversation
2;302;Is man merely a mistake of God's? Or God merely a mistake of man's
7;311;There is but one truly serious philosophical problem, and that is suicide
5;315;Salvation not shared, is salvation wasted
1;317;Whereof one cannot speak, thereof one must be silent
8;329;If men were born free, they would, so long as they remained free, form no conception of good and evil
3;343;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;344;Only one man ever understood me, and he didnt understand me
6;359;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
2;361;One cannot step twice in the same river
7;369;If God did not exist, it would be necessary to invent Him
5;381;You can discover more about a person in an hour of play than in a year of conversation
1;383;Happiness is not an ideal of reason but of imagination
8;395;All great thinkers are initially ridiculed  and eventually revered
4;402;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
3;404;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
6;418;Whatever is reasonable is true, and whatever is true is reasonable
2;421;All great thinkers are initially ridiculed  and eventually revered
7;428;Virtue is nothing else than right reaso
5;438;If men were born free, they would, so long as they remained free, form no conception of good and evil
1;440;The mind is furnished with ideas by experience alone
8;454;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;462;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
4;462;Whereof one cannot speak, thereof one must be silent
6;477;Whereof one cannot speak, thereof one must be silent
2;481;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
7;485;The greater the difficulty, the more glory in surmounting it
1;499;The momentum of the mind can be vexingly, involuntarily capricious
5;499;Man will never be free until the last king is strangled with the entrails of the last priest
8;513;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
3;522;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
4;523;If God did not exist, it would be necessary to invent Him
6;538;Leisure is the mother of philosophy
2;546;That man is wisest who, like Socrates, realizes that his wisdom is worthless
7;546;The momentum of the mind can be vexingly, involuntarily capricious
1;561;It is the job of thinking people not to be on the side of the executioners
5;561;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
8;573;Man is condemned to be free
3;584;Only weak thinkers do not love the sky
4;584;The only thing I know is that I know nothing
6;593;Man is the measure of all things
2;606;No man's knowledge here can go beyond his experience
7;606;Philosophy is at once the most sublime and the most trivial of human pursuits
1;621;Religion is the sign of the oppressed ... it is the opium of the people
5;621;All is for the best in the best of all possible worlds
8;635;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;644;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
4;645;The mind is furnished with ideas by experience alon
6;660;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;668;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
7;668;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;683;The unexamined life is not worth living
5;683;He who thinks great thoughts, often makes great errors
8;698;The mind is furnished with ideas by experience alone
3;706;The greatest happiness of the greatest number is the foundation of morals and legislation
4;706;There is but one truly serious philosophical problem, and that is suicide
6;721;One cannot step twice in the same river
2;729;History is Philosophy teaching by examples
7;731;The momentum of the mind can be vexingly, involuntarily capricious
1;744;The mind is furnished with ideas by experience alon
5;744;The mind is furnished with ideas by experience alon
8;758;It is the job of thinking people not to be on the side of the executioners
3;766;To be is to be perceived
4;771;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
6;781;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
2;789;The mind is furnished with ideas by experience alon
7;791;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
1;804;Things alter for the worse spontaneously, if they be not altered for the better designedly
5;806;The function of prayer is not to influence God, but rather to change the nature of the one who prays
8;819;Whatever is reasonable is true, and whatever is true is reasonable
3;827;Only weak thinkers do not love the sky
4;835;No man's knowledge here can go beyond his experience
6;843;There is only one good, knowledge, and one evil, ignorance
2;851;If men were born free, they would, so long as they remained free, form no conception of good and evil
7;856;If men were born free, they would, so long as they remained free, form no conception of good and evil
1;866;Happiness is not an ideal of reason but of imagination
5;870;The momentum of the mind can be vexingly, involuntarily capricious
8;882;Is man merely a mistake of God's? Or God merely a mistake of man's
3;890;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
4;898;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;906;We live in the best of all possible worlds
6;906;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
7;909;Virtue is nothing else than right reaso
1;915;We are what we repeatedly do. Excellence, then, is not an act, but a habit
8;918;You can discover more about a person in an hour of play than in a year of conversation
5;923;Good and evil, reward and punishment, are the only motives to a rational creature
3;947;Happiness is not an ideal of reason but of imagination
4;949;It is the job of thinking people not to be on the side of the executioners
6;964;Virtue is nothing else than right reaso
7;968;Nothing is as it seems, but something is everything it is made out to be
2;973;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
