id; lamport; mensagem
3;1;Science is what you know. Philosophy is what you don't know
1;5;I can control my passions and emotions if I can understand their nature
2;5;If men were born free, they would, so long as they remained free, form no conception of good and evil
4;12;Whatever is reasonable is true, and whatever is true is reasonable
3;16;Even while they teach, men learn
1;20;It is the job of thinking people not to be on the side of the executioners
2;24;We are what we repeatedly do. Excellence, then, is not an act, but a habit
4;28;The brave man is he who overcomes not only his enemies but his pleasures
3;32;History is Philosophy teaching by examples
1;36;History honors the unique minority the majority cannot forget
2;40;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
4;44;We are too weak to discover the truth by reason alone
3;48;Leisure is the mother of philosophy
1;52;In everything, there is a share of everything
2;56;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
4;60;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
3;64;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;68;Happiness is not an ideal of reason but of imagination
2;72;Philosophy is at once the most sublime and the most trivial of human pursuits
4;76;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
3;80;No man's knowledge here can go beyond his experience
1;84;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
2;87;Nothing is as it seems, but something is everything it is made out to be
4;91;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
3;95;It is one thing to show a man that he is in error, and another to put him in possession of truth
1;99;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
2;103;The greater the difficulty, the more glory in surmounting it
4;107;Man will never be free until the last king is strangled with the entrails of the last priest
3;111;God is dead! He remains dead! And we have killed him
1;115;History is Philosophy teaching by examples
2;118;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
4;122;There is but one truly serious philosophical problem, and that is suicide
3;126;The momentum of the mind can be vexingly, involuntarily capricious
1;130;Happiness is the highest good
2;133;What is rational is actual and what is actual is rational
4;137;The greater the difficulty, the more glory in surmounting it
3;141;Good and evil, reward and punishment, are the only motives to a rational creature
1;145;Whatever is reasonable is true, and whatever is true is reasonable
2;149;God is dead! He remains dead! And we have killed him
4;153;That man is wisest who, like Socrates, realizes that his wisdom is worthless
3;157;The only thing I know is that I know nothing
1;161;Happiness is the highest good
2;165;Religion is the sign of the oppressed ... it is the opium of the people
4;169;The greatest happiness of the greatest number is the foundation of morals and legislation
3;173;Liberty consists in doing what one desires
1;177;The unexamined life is not worth living
2;181;The mind is furnished with ideas by experience alon
4;185;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
3;189;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
1;193;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;196;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
4;199;All that is necessary for the triumph of evil is that good men do nothing
3;203;The mind is furnished with ideas by experience alon
1;207;Whereof one cannot speak, thereof one must be silent
2;210;You can discover more about a person in an hour of play than in a year of conversation
4;213;No man's knowledge here can go beyond his experience
3;217;There is but one truly serious philosophical problem, and that is suicide
1;221;That man is wisest who, like Socrates, realizes that his wisdom is worthless
2;225;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
4;228;Man is the measure of all things
3;232;Liberty consists in doing what one desires
1;236;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
2;240;We live in the best of all possible worlds
4;242;There is but one truly serious philosophical problem, and that is suicide
3;247;In everything, there is a share of everything
1;251;If men were born free, they would, so long as they remained free, form no conception of good and evil
2;255;Man is the measure of all things
4;258;Happiness is the highest good
3;262;The mind is furnished with ideas by experience alon
1;266;That man is wisest who, like Socrates, realizes that his wisdom is worthless
2;269;The mind is furnished with ideas by experience alone
4;273;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;277;No man's knowledge here can go beyond his experience
1;281;He who thinks great thoughts, often makes great errors
2;284;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
4;287;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
3;291;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
1;295;History is Philosophy teaching by examples
2;299;Only one man ever understood me, and he didnt understand me
4;303;Serious thinkers are few, and the world is ruled by crude ideas
3;307;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
1;311;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;314;The greatest happiness of the greatest number is the foundation of morals and legislation
4;317;Man is condemned to be free
3;321;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
1;325;Religion is the sign of the oppressed ... it is the opium of the people
2;329;Man will never be free until the last king is strangled with the entrails of the last priest
4;332;Whatever is reasonable is true, and whatever is true is reasonable
3;336;Science is what you know. Philosophy is what you don't know
1;340;Whereof one cannot speak, thereof one must be silent
2;343;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
4;347;The greatest happiness of the greatest number is the foundation of morals and legislation
3;351;There is only one good, knowledge, and one evil, ignorance
1;355;Religion is the sign of the oppressed ... it is the opium of the people
2;358;We live in the best of all possible worlds
4;361;It is the job of thinking people not to be on the side of the executioners
3;365;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
1;369;Man is condemned to be free
2;373;Only weak thinkers do not love the sky
4;376;The mind is furnished with ideas by experience alone
3;380;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;384;No man's knowledge here can go beyond his experience
2;387;Entities should not be multiplied unnecessarily
4;391;Good and evil, reward and punishment, are the only motives to a rational creature
3;395;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
